identity,ACTB,IFITM3,CD4,IFNG,B2M,umap_1,umap_2
CD14 Mono,5,0,0,0,96,-8.565935698386252,-7.906507070738929
CD14 Mono,20,0,0,0,49,-5.702711668845236,-8.486584242064612
CD14 Mono,23,2,0,0,82,-8.416508284445822,-4.497387941558021
T activated,2,0,0,0,36,4.436164769295633,-2.9327416975089484
CD4 Naive T,2,0,0,0,35,7.4873928157128695,-2.8369212705680305
CD14 Mono,34,0,0,0,54,-8.221457091208517,-8.886262472350257
CD14 Mono,15,0,0,0,20,-6.5485545071325895,-8.981724317748206
CD4 Naive T,1,0,0,0,29,8.722334298256815,-3.827685411650794
CD14 Mono,40,0,0,0,122,-8.691986647482931,-7.348915155608314
CD8 T,5,0,0,0,42,5.138411435250223,-2.4197385866233283
CD14 Mono,17,0,0,0,84,-7.637276736136496,-8.467498357970374
CD4 Naive T,4,0,0,0,28,7.654334935311258,-3.5046394426413947
T activated,5,0,0,0,54,2.239183339241922,-3.5224183160849982
CD4 Naive T,3,0,0,0,32,8.005988511208475,-2.6842680532523566
CD14 Mono,9,0,0,0,80,-7.593878355856955,-9.63821750469889
CD4 Naive T,2,0,0,0,36,8.864439400795877,-3.7693861085959846
NK,3,0,0,0,53,0.8453218070306182,0.22145975045476612
T activated,0,0,0,0,14,4.4175404635705355,-2.867600258071082
T activated,1,0,0,0,35,5.176727685097635,-4.155316408354896
CD8 T,6,0,0,0,73,0.717133971814096,0.06489505283151327
CD14 Mono,17,1,0,0,86,-6.740170088645041,-5.547561224181312
CD4 Memory T,3,0,0,0,36,7.4436730471887,-3.490754659850257
CD14 Mono,14,2,0,0,56,-5.4468770893774625,-7.986782129485267
CD4 Memory T,6,0,0,0,17,6.589276703957498,-3.5727141458579474
CD14 Mono,16,0,0,0,132,-8.899314490195334,-8.015976961333411
CD14 Mono,27,0,0,0,47,-7.074387637015402,-7.631793554503577
CD14 Mono,11,9,0,0,50,-9.095660773154318,-6.8848643858024055
CD14 Mono,19,0,0,0,79,-6.385133829947531,-8.367666776854652
CD14 Mono,29,2,0,0,57,-6.550630656119406,-8.208012159545081
CD4 Memory T,7,0,0,0,43,7.295298966530741,-3.072997625548499
T activated,4,0,0,0,27,3.9605692950524687,-2.903800304610389
CD4 Memory T,2,0,0,0,38,5.929538163308084,-4.522041853148597
CD4 Naive T,3,0,0,0,36,7.188336762551248,-3.09279137440409
NK,0,0,0,0,50,1.5301348296441435,0.49856168441091236
CD4 Naive T,0,0,0,0,29,5.525956067208231,-4.347244795043128
DC,38,0,0,0,176,-4.724639502402365,-3.6873376924582892
B,3,0,0,0,50,6.001478108529032,7.40990204028402
CD4 Memory T,8,0,1,0,31,4.852275284890116,-3.829941566664832
CD14 Mono,28,0,0,0,52,-7.484107104178488,-6.634749944884437
CD14 Mono,48,0,0,0,58,-8.074006644125998,-8.192179258544105
B Activated,3,0,0,0,53,4.0777906504907016,8.410166208069665
CD14 Mono,22,0,0,0,79,-7.609029856558859,-8.980541761595862
CD4 Memory T,3,0,0,0,39,6.718714150551737,-3.6561205942222053
CD4 Memory T,6,0,0,0,32,6.341831597451151,-2.914455469329017
CD4 Naive T,3,1,0,0,53,8.40335503495115,-3.8572457391807013
B Activated,3,0,0,0,30,3.076173457268655,8.453599397461755
CD8 T,0,0,0,0,39,1.9955076304711699,0.3741737049034661
NK,2,1,0,0,61,-0.3762181373797059,1.2198618095329827
B,4,0,0,0,53,6.250829133156717,7.860566083710534
CD4 Memory T,10,0,0,0,60,4.780319604042948,-2.987089927870887
CD16 Mono,27,0,0,0,126,-9.234428969260275,-2.6173279840537482
CD4 Naive T,3,0,0,0,50,5.611129197243631,-4.601451452452796
CD14 Mono,29,0,0,0,78,-8.13966139876467,-8.383278425414222
CD4 Memory T,1,0,0,0,71,5.245755585793436,-3.9920232851096564
CD14 Mono,7,0,0,0,61,-7.496584978934347,-8.463148649413245
B,5,0,0,0,37,6.79152813828367,7.515942518036706
CD14 Mono,10,0,0,0,70,-7.431696501608908,-8.867082174498695
T activated,8,0,0,0,65,3.0313345519341826,-3.6712105829307013
CD4 Naive T,3,0,0,0,41,7.7252725688256625,-4.041892584044593
CD16 Mono,27,0,0,0,100,-9.345093336936056,-3.302113826949256
CD14 Mono,27,0,0,0,28,-6.178008166190207,-8.465428884703773
T activated,2,0,0,0,20,0.3447015610970855,-3.2268722612449103
CD4 Memory T,3,0,0,0,59,4.35662880814451,-3.658397491652625
CD4 Naive T,2,0,0,0,55,7.886338624123514,-2.8862636644431525
DC,81,1,0,0,213,-4.903610316153586,-3.902779873091834
CD4 Memory T,2,0,0,0,41,5.658205422524393,-3.187193449217933
CD14 Mono,8,0,0,0,14,-5.534341421958029,-10.191921766478675
CD14 Mono,19,0,0,0,47,-7.009596434470236,-6.0099773962089
CD8 T,7,0,0,0,77,0.9702549306191802,-0.30567435510839763
CD4 Memory T,16,0,0,0,45,3.616503390435159,-1.1730710823127204
NK,0,0,0,0,51,0.659958097104013,0.994179193299157
CD4 Naive T,1,0,0,0,37,7.3853653994836215,-4.918000753600257
CD4 Memory T,7,0,0,0,41,6.499864491585672,-3.105886038024085
CD4 Naive T,1,0,0,0,38,6.619302662972391,-5.238892610747474
CD14 Mono,13,0,0,0,89,-7.768391695853293,-8.205595548827308
T activated,2,0,0,0,22,1.281330975655496,-3.899314220626014
CD8 T,1,0,0,0,37,2.7882215110101103,-0.0782071553209001
CD4 Memory T,11,0,0,0,49,3.9144987193383574,-2.7410722333976203
CD4 Memory T,3,0,0,0,34,5.80136290467161,-2.410671766478675
CD8 T,1,0,0,0,79,0.7748535004891753,0.13165472857270893
CD14 Mono,58,0,0,0,69,-6.3453756245337125,-8.508634145934241
DC,45,0,0,0,120,-5.230491724844992,-4.364313657958167
CD14 Mono,19,0,0,0,24,-4.799880114432394,-9.812182958800452
CD14 Mono,25,1,0,0,84,-8.197940436240255,-7.618830736357825
pDC,13,0,0,0,82,-1.527338949080527,-1.5193598825522834
CD8 T,17,0,0,0,57,4.832637223366678,-3.7010858614036017
CD16 Mono,32,0,0,0,124,-8.876879301901877,-3.3189607221671515
CD14 Mono,26,0,0,0,89,-7.074627962943136,-6.809664304930823
CD8 T,10,0,0,1,58,1.7906376448907255,-1.540042932707923
CD14 Mono,11,0,0,0,37,-5.284204092856466,-9.409218366820472
T activated,13,0,0,0,35,1.829020651940286,-3.7628458101340705
CD14 Mono,37,0,0,0,107,-6.9005514057837125,-5.663183267790931
CD4 Naive T,2,0,0,0,43,7.6623500911034945,-4.5218883115836555
B,2,0,0,0,37,6.203559311989725,7.168429319184167
B,4,0,0,0,49,5.152183446053446,-2.3678470213004523
CD14 Mono,6,0,0,0,31,-4.656543341513693,-10.013737257201331
T activated,7,0,0,0,22,0.394285055760324,-4.06399613209452
CD14 Mono,17,0,0,0,84,-7.30188998305422,-6.889100130278724
CD16 Mono,14,1,0,0,69,-7.838978854056418,-3.121330078322547
CD16 Mono,36,2,0,0,149,-9.092229452963888,-3.053909595687049
CD16 Mono,16,5,0,0,78,-9.387636748190939,-2.8319230634757453
T activated,7,0,0,0,38,2.984437379006326,-3.2190862257071906
B,4,0,0,0,22,6.750460061196268,7.63220543078695
CD14 Mono,42,0,0,0,69,-7.148284045096457,-7.5540962774344855
CD14 Mono,11,0,0,0,46,-5.736048308249533,-9.338503416258948
CD14 Mono,4,0,0,0,93,-7.732152071829855,-9.283014829833167
CD14 Mono,17,1,0,0,122,-8.0036245259009,-5.7955818731376105
CD4 Naive T,4,0,0,0,34,6.587552937630594,-3.6345332223960334
CD4 Memory T,2,0,0,0,41,5.088313969735086,-3.2641366083213263
CD4 Naive T,2,0,0,0,32,7.534984501961649,-3.1169314939567023
DC,24,1,0,0,97,-6.215078440543234,-5.386351640898841
T activated,0,0,0,0,42,1.761914881829202,-3.651504333693641
B,11,0,0,0,43,5.768070611123026,7.859141294281823
NK,1,0,0,0,49,0.8351993886269927,0.7519352477005548
pDC,8,0,0,0,41,0.0055404034890532555,-1.2305874187537604
CD14 Mono,30,0,0,0,44,-6.864330378409445,-8.369942243773597
CD4 Naive T,0,0,0,0,21,6.1377715197839144,-4.901847894866126
CD14 Mono,11,0,0,0,115,-8.842015829917013,-5.708550508696693
NK,4,0,0,0,48,0.22756257927793266,0.9345896881035394
CD4 Naive T,6,0,0,0,59,8.57658615982908,-4.000045831877845
B,3,0,0,0,36,6.770430478218973,7.3380827348640985
B,6,0,0,0,28,6.5726942149438266,7.857119504731042
DC,80,1,0,0,184,-4.714844313498556,-3.6769273836203986
CD14 Mono,14,0,0,0,68,-5.476366129752218,-8.374546583373206
CD4 Naive T,6,0,0,0,42,7.333329590920389,-3.7263374883719855
CD14 Mono,24,0,0,0,55,-5.765465823050558,-7.322508390624183
CD4 Memory T,2,1,0,0,34,5.704349907998026,-3.217080410201209
CD14 Mono,47,0,0,0,29,-7.053382960196554,-6.272020872313636
CD14 Mono,22,1,0,0,94,-7.382086363669455,-7.210503633696693
CD4 Naive T,2,0,0,0,41,5.57587233460325,-4.739929731566566
CD14 Mono,32,0,0,0,39,-6.452582922812521,-8.373137052733558
NK,0,0,0,0,32,1.3930756179131865,0.6747395437172479
DC,73,5,0,0,105,-4.910682764884054,-3.9763796884604865
CD4 Naive T,1,0,0,0,22,6.301041993264139,-3.7310906011649543
CD14 Mono,9,3,0,0,56,-5.1689277561865445,9.719013635437829
CD14 Mono,10,0,0,0,57,-5.134638396140158,-9.90332752056803
CD8 T,0,0,0,0,36,3.2122243968285917,-0.6778400499411994
CD4 Memory T,1,0,0,0,38,5.182248505715311,-2.768093164641517
CD14 Mono,23,0,0,0,78,-6.847230997916281,-7.81041627712931
CD16 Mono,21,2,0,0,42,-8.016446677084982,-3.171970661360877
CD16 Mono,17,3,0,0,118,-8.679208365317404,-5.230740125853675
T activated,3,0,0,0,18,3.4978548613824247,-2.8060520250388556
CD14 Mono,27,0,0,0,23,-6.313741293784201,-9.380909498412269
CD8 T,2,0,0,0,54,2.6761666861810087,-0.6571881730147773
NK,10,0,0,0,92,1.275881084565103,0.4616026919296807
CD4 Memory T,1,0,0,0,22,6.734960946206034,-2.932059820372718
CD14 Mono,47,0,0,0,73,-7.335715380545675,-7.103183801848548
B,0,0,0,0,32,6.494081410530985,7.568913881104333
B,9,0,0,0,63,7.014529618386209,7.430549089234216
CD4 Naive T,0,0,0,0,31,7.606520566109598,-3.600430305678504
CD4 Naive T,4,0,0,0,56,4.312660607460916,-4.030101593215125
CD4 Memory T,5,0,0,0,62,6.32295599854368,-4.041589077193397
CD4 Memory T,4,0,0,0,31,5.616925629738748,-3.639253195006507
CD16 Mono,29,1,0,0,133,-8.538198080893576,-5.0590096075126105
CD4 Memory T,4,0,0,0,56,5.842304619912088,-3.4042647440024787
CD16 Mono,28,1,0,0,129,-9.49179705702883,-3.466779525954383
T activated,0,0,0,0,24,1.4151835767068266,-3.78153067417826
CD16 Mono,10,0,0,0,62,-8.169417944785177,-2.850413377959388
CD4 Naive T,3,0,0,0,30,7.809139165047586,-3.7351217825004035
CD4 Memory T,2,0,0,0,50,5.656505021218241,-3.1337771970817023
CD16 Mono,32,1,0,0,128,-9.463810530539572,-3.3313158113547736
CD4 Memory T,1,0,0,0,85,2.2131187049188017,-3.369524296004432
CD14 Mono,17,0,1,0,54,-7.044063654776632,-9.223878439147132
NK,4,0,0,0,46,0.8578114835061431,0.5014042299202508
CD4 Naive T,0,0,0,0,42,7.202384862069071,-4.889114912230628
CD14 Mono,7,0,0,0,20,-4.8107710751257535,-9.9434753019401
CD14 Mono,17,0,0,0,36,-5.419171419974386,-9.088760908324378
Mk,20,0,0,0,29,-6.850776759024679,-9.560963209349769
CD8 T,5,0,0,0,43,4.551025303963602,-2.0254920084067756
CD14 Mono,7,1,0,0,53,-6.168413248892843,-9.124578054625648
CD4 Naive T,2,0,0,0,43,5.182422074440897,-4.582940157134193
CD14 Mono,36,1,0,0,81,-8.052966681357443,-5.719930704314368
CD4 Memory T,3,0,0,0,20,6.640141877297342,-2.972972210127967
DC,28,0,0,0,55,-5.7640672596655484,-5.476903970915931
T activated,2,0,0,0,35,2.89201846993345,-3.630524929244178
CD4 Naive T,1,1,0,0,47,5.513306531075418,-3.2467938024588996
CD4 Memory T,2,0,0,0,40,5.245975407723368,-2.5453191358634406
CD4 Memory T,7,0,0,0,36,6.144275578621805,-2.968948658187049
CD4 Memory T,4,0,0,0,27,6.356036576394022,-3.0310245115348273
CD4 Naive T,5,0,0,0,28,7.402667435769022,-3.133581932265418
CD14 Mono,17,0,0,0,100,-7.617652502890646,-8.138015325743812
DC,53,0,0,0,82,-5.377946463461935,-4.550012167174476
CD4 Naive T,0,0,0,0,37,7.211080464486063,-4.693908746916907
DC,60,1,0,0,193,-4.810956087943136,-3.7210178930350715
CD8 T,1,0,0,0,35,4.383422288063944,-2.375712450225013
CD14 Mono,11,0,0,0,41,-5.090901938315451,-9.956721838194984
CD4 Naive T,4,0,0,0,31,6.400432023171366,-3.6468227464744025
CD14 Mono,19,0,0,0,63,-6.88684567534548,-9.42564540692057
CD14 Mono,19,0,0,0,60,-5.353156653281271,-8.719231184203284
CD14 Mono,13,0,0,0,70,-8.151630011435568,-8.395986135680335
Mk,20,0,0,0,44,4.419958027962625,-6.297303255278724
DC,21,0,0,0,31,-5.804064837332785,-5.674545343596595
CD14 Mono,5,0,0,0,69,-7.3829403790197965,-9.62347369976725
NK,5,0,0,0,64,0.5211715427674651,0.47901982478414235
CD14 Mono,8,0,0,0,73,-7.612076369162619,-8.370008047301429
CD4 Naive T,4,0,0,0,27,6.423389348153055,-5.156308229643958
CD14 Mono,17,0,0,0,79,-7.5250583561621305,-8.381327207762855
CD8 T,0,0,0,0,74,2.451523217324197,-0.1460374478289062
CD4 Naive T,0,0,0,0,45,6.281209859017313,-3.8558652956077033
CD8 T,9,0,0,0,36,4.389589223030985,-1.621483500678199
DC,28,8,0,0,115,-6.3674398335180875,-5.280422266204017
Mk,44,1,0,0,79,-8.660605994101584,-3.1374354917594367
CD4 Memory T,3,0,0,0,25,6.535411271218241,-3.3390155393668586
CD4 Naive T,4,0,0,0,44,8.020940217141092,-4.307185705382484
B,0,0,0,0,45,7.213914307717264,7.500188295166833
CD4 Memory T,5,0,0,0,55,4.661283883217752,-2.1527381498404914
DC,56,0,0,0,111,-4.716485110159933,-3.7113717157432013
B,18,0,0,0,71,5.156766327980936,7.78819793872152
CD14 Mono,3,0,0,0,19,-5.974404421683371,-10.001238401610511
NK,3,0,0,0,67,1.1121939746178984,-0.22552187331404033
CD14 Mono,31,0,0,0,148,-8.484162894125998,-6.696622427184241
CD14 Mono,33,0,0,0,19,-5.46934136473757,-8.10938506909098
CD14 Mono,2,0,0,0,84,-5.117206183310568,-9.023916776854652
DC,53,1,0,0,81,-5.762205210562765,-4.990603025633948
CD8 T,2,0,0,0,40,4.227736386422098,-1.949295576293128
CD14 Mono,16,1,0,0,39,-6.138982382651388,-8.113022382933753
DC,40,2,0,0,114,-7.346826640006125,-5.553031500060218
CD4 Memory T,7,0,0,0,53,6.707056435707987,-4.42023711987223
CD14 Mono,21,0,0,0,51,-7.040925589438498,-9.201008375365394
DC,33,0,0,0,129,-6.316662398215353,-5.283975179869788
CD16 Mono,34,2,0,0,105,-8.440372076865255,-4.057357366759437
CD8 T,1,0,0,0,71,1.2682864991464018,0.009359438341004236
CD16 Mono,24,5,0,0,162,-9.100696173544943,-3.837894733626502
CD14 Mono,28,0,0,0,115,-8.385761824484884,-6.06390577145304
CD16 Mono,45,2,0,0,98,-9.080771056052267,-3.6360786516257697
CD14 Mono,29,0,0,0,44,-7.1715522679052945,-8.563865240294593
CD14 Mono,2,4,0,0,45,-5.705261793967306,-7.7988801557609015
CD4 Memory T,1,1,0,0,22,4.950536641243875,-2.4985919553824836
CD14 Mono,35,0,0,0,36,-6.845114317771017,-6.87671905346598
NK,4,0,0,0,50,1.4808560935296415,0.7262818258217401
CD14 Mono,5,1,0,0,59,-4.80930193984133,-9.992155607421058
CD4 Naive T,2,0,0,0,52,8.500712784890116,-4.057980831343787
CD14 Mono,13,0,0,0,47,-6.0020833882055875,-8.92475372143473
DC,77,0,0,0,97,-5.55177601897341,-4.7150364477225715
DC,38,0,0,0,119,-4.8016439350805875,-3.777326639372962
CD4 Naive T,5,0,0,0,49,5.232617291573465,-4.56321054287638
NK,0,0,0,0,59,2.1648437110223173,0.5294112008026666
CD4 Memory T,1,0,0,0,37,6.739050301674784,-2.6556051332541877
CD4 Memory T,9,0,0,0,48,4.639763745430887,-2.173956449706214
CD14 Mono,21,0,0,0,55,-7.602025118704855,-7.923495348174232
CD14 Mono,18,1,0,0,31,-5.985769835349142,-9.665584142882484
CD4 Memory T,5,0,0,0,32,5.49305573380369,-2.8157821256705695
CD4 Memory T,3,0,0,0,35,5.553593548897684,-4.431035097319739
CD4 Memory T,3,0,0,0,30,5.702479752663553,-2.728577669341224
CD8 T,0,0,0,0,67,2.156629475716531,0.3298976760319298
NK,1,0,0,0,39,1.9900089827813505,1.022121612351281
B,3,0,0,0,41,6.627807053688944,7.91371292285238
NK,1,0,0,0,46,0.8286848393716216,0.9736205976418084
CD14 Mono,15,0,0,0,61,-6.759440031882345,-7.767590578276771
Mk,14,7,0,0,53,-8.22729453169924,-4.1013398725577765
T activated,0,0,0,0,19,3.280464562539041,-3.04846387692179
CD14 Mono,13,3,0,0,79,-8.081447687979757,-8.20198589153971
CD4 Memory T,3,0,0,0,49,4.85001841462034,-1.6686417419501716
CD4 Memory T,10,0,0,0,53,6.18336859619993,-3.417296941954749
DC,9,0,0,0,52,-5.506643381949484,-5.359008844573157
CD14 Mono,30,0,0,0,93,-9.135035124655783,-7.824475820738929
DC,60,0,0,0,137,-4.7648349674902555,-3.734314974028724
T activated,2,0,0,0,25,6.185258301857889,-3.8692975599357062
CD4 Naive T,2,0,0,0,55,8.136920365456522,-2.989593084532874
CD4 Memory T,5,0,0,0,32,6.293126019600809,-3.5056644041129523
CD14 Mono,46,0,0,0,74,-6.863133517142355,-7.490259226042884
CD14 Mono,36,1,0,0,64,-8.818395224448263,-6.210700090605872
CD14 Mono,15,3,0,0,46,-6.438730326529562,-9.779141004759925
B,8,0,0,0,23,6.0715931979455355,7.908563081543786
CD14 Mono,32,0,0,0,51,-6.127000895377218,-7.73480420895304
CD14 Mono,24,0,0,0,84,-8.476831045981466,-6.772926862914222
NK,7,0,0,0,26,0.8942345706261993,0.8629993837288445
CD14 Mono,8,0,0,0,70,-6.257638541098654,-8.867470319945472
CD16 Mono,37,0,0,0,72,-8.61986979567629,-4.272267397124427
CD4 Memory T,4,0,0,0,38,6.592734250191629,-3.3392448980399543
CD8 T,1,0,0,0,53,3.4643107978143095,-0.9495285112449103
CD14 Mono,18,0,0,0,65,-6.55347165190798,-9.469130094725745
CD14 Mono,13,0,0,0,73,-8.01681336485964,-8.971806104857581
NK,0,0,0,0,47,1.536584767464578,0.7580771487167901
CD4 Memory T,8,0,0,0,35,6.7587598887719516,-3.5422463972159797
CD14 Mono,27,2,0,0,70,-7.689259615775168,-6.118992860991614
CD14 Mono,27,0,0,0,70,-6.059017744895041,-7.289331968505042
CD4 Naive T,6,0,0,0,43,6.69318190491575,-4.386906202513831
CD16 Mono,20,5,0,0,128,-9.051522818442404,-2.9639938432761603
CD4 Memory T,5,0,0,0,53,5.026016625527323,-4.444671209532874
CD16 Mono,24,1,0,0,110,-8.91399821364504,-3.219587619979041
NK,1,1,0,0,45,2.4949947921075224,-1.141585524756568
CD4 Memory T,12,0,0,0,53,7.357095154885233,-3.8217263776847297
CD14 Mono,18,0,0,0,146,-8.23772868239504,-7.072141226012366
T activated,0,0,0,0,30,4.2448343364037875,-2.9674873907157355
CD16 Mono,23,4,0,0,70,-8.400596228476584,-4.374900396544593
CD4 Memory T,3,0,0,0,20,7.525036248330057,-3.728361900527137
CD4 Naive T,6,0,0,0,39,8.119124802712381,-3.854986961562293
CD14 Mono,10,7,0,0,58,-5.080743399497091,-8.346012647826331
CD4 Memory T,3,0,0,0,50,4.566657456520975,-3.6581652719565803
NK,0,0,0,0,33,2.1477400389947294,0.12499751560006796
DC,43,0,0,0,32,-5.559112158652365,-5.69990020580973
CD14 Mono,14,9,0,0,55,-5.5766964825354215,-7.748551424224036
B,3,0,0,0,40,7.109241398934305,7.2400345247200555
CD4 Naive T,3,0,0,0,24,6.1693996516503695,-4.538146551329749
CD4 Memory T,4,0,0,0,47,6.5662712184228305,-2.647833164412635
CD14 Mono,19,0,0,0,66,-7.2510457905493375,-7.359136636931556
CD16 Mono,34,0,0,0,110,-8.972879019614279,-3.9721773225852424
CD16 Mono,44,1,0,0,93,-8.654410925742209,-2.9690440256186896
CD14 Mono,15,0,0,0,46,-5.860828009482443,-8.570768888671058
CD14 Mono,23,3,0,0,84,-7.3351546200476285,-7.977300222594398
CD14 Mono,19,1,0,0,97,-8.079521265860617,-7.792308862883704
CD4 Naive T,8,0,0,0,27,4.719879063729227,-3.843120153624671
NK,3,0,0,0,51,0.23948121345418694,0.7479348223618096
CD14 Mono,17,0,0,0,84,-7.694592562552511,-7.110148485381263
CD16 Mono,10,0,0,0,79,-7.9529734524450895,-3.223622377593177
CD4 Naive T,10,0,0,0,50,7.230653676155985,-3.6326652128287726
CD14 Mono,25,4,0,0,67,-6.865258303519308,-8.196570928771155
CD14 Mono,43,0,0,0,100,-6.946458903189718,-7.224371965605872
NK,1,0,0,0,57,1.3780798045434355,0.5798811357430047
CD14 Mono,25,0,0,0,98,-7.862943259116232,-7.207203443724769
CD4 Memory T,4,0,0,0,58,4.211604985360086,-4.129766042906898
CD14 Mono,5,0,1,0,42,-6.206141558524191,-8.814472730834144
CD14 Mono,10,0,0,0,63,-6.8885908993445035,-9.504448469359534
DC,41,0,0,0,80,-5.702982035513937,-4.953486974913734
B,5,0,0,0,33,6.499176892403543,7.525862638275964
CD14 Mono,23,0,0,0,43,-7.825565901633322,-6.949555452544349
CD14 Mono,61,0,0,0,79,-6.542361346121847,-7.211748178679603
CD16 Mono,34,1,0,0,169,-9.017936316367209,-3.3277218896933967
CD14 Mono,26,0,0,0,109,-8.578404036398947,-7.341293390471595
CD4 Naive T,4,0,0,0,31,8.592973145607889,-3.7061467725821906
CD14 Mono,18,0,0,0,70,-6.318042841788351,-8.565882261473792
CD4 Naive T,1,0,0,0,37,8.303573044899881,-4.320861395079749
CD8 T,2,0,0,0,50,2.9464019862450956,0.15089908651624379
CD14 Mono,6,1,0,0,81,-5.3383260639868375,9.890215341370446
CD16 Mono,25,2,0,0,103,-8.726790037985861,-3.858784731108802
B Activated,15,0,0,0,58,2.876888903740823,8.754956666748864
CD14 Mono,26,0,0,0,43,-7.048991766806662,-9.623637731749671
B Activated,43,0,0,0,63,2.5140475360192656,8.631892625611169
DC,67,0,0,0,54,-5.741128531333029,-4.998753603179114
CD14 Mono,38,1,0,0,90,-8.0695424946509,-7.531747396666663
CD14 Mono,34,1,0,0,63,-7.315818873282492,-6.451184328276771
CD8 T,2,0,0,0,32,4.837555321816385,-2.0668902952262336
CD14 Mono,40,0,0,0,123,-9.290703383322775,-6.913363035399573
CD14 Mono,31,0,0,0,59,-8.72960051619631,-6.631745393950599
CD14 Mono,26,0,0,0,73,-6.458486166831076,-7.761080797392982
CD14 Mono,17,0,0,0,53,-6.039954272147238,-9.2180753309318
CD8 T,0,0,0,0,32,2.8749300566949247,-0.27863497622694317
CD14 Mono,28,0,0,0,57,-5.88910922133547,-7.753604467589515
B Activated,8,0,0,0,10,3.6277822581567167,8.60341018847738
CD14 Mono,6,0,0,0,82,-6.025227633353293,-9.196206625182288
CD4 Naive T,1,0,0,0,39,7.970290574196756,-3.82057720013346
B,7,0,0,0,47,6.282283219460428,7.394787256043298
Mk,7,0,0,0,60,5.221951874855936,-3.585554416854041
CD14 Mono,12,0,0,0,53,-6.872215357657492,-9.798459585387366
B,4,0,0,0,47,5.588659199837625,8.114126626770837
CD14 Mono,11,0,0,0,127,-7.198815909262716,-8.404413755614417
CD14 Mono,22,1,0,0,49,-8.032944765921652,-7.201191957671302
NK,5,0,0,0,60,0.09849241650480033,0.8276378553322381
B Activated,5,0,0,0,53,4.085963162545145,8.285415117066247
B,2,0,0,0,26,6.660109910134256,7.937899057190759
CD4 Naive T,2,0,0,0,44,8.011641892556131,-3.7431028444358283
CD4 Memory T,4,0,0,0,16,6.226591500405252,-2.630449827391761
CD14 Mono,0,1,0,0,28,-4.9452572735510465,-9.88970332928385
T activated,1,1,0,0,18,3.903306874398172,-3.13708430119242
CD14 Mono,8,0,0,0,55,-7.736106005545675,-7.027580316741126
CD4 Naive T,2,0,0,0,43,7.523921403054178,-2.638481195647376
CD16 Mono,26,3,0,0,110,-9.12637957656008,-2.7181957323142463
B Activated,5,0,0,0,42,3.616479786995828,8.612716142456872
CD14 Mono,18,0,0,0,102,-7.3849192532263395,-8.040887888152259
CD4 Memory T,2,0,0,0,30,6.1749209491052035,-3.9695768911429816
CD14 Mono,29,0,0,0,100,-8.39573821150881,-5.773907716948646
Mk,12,1,0,0,79,-9.040177908774435,-6.296445425231116
CD4 Memory T,2,0,0,0,57,4.909391316536844,-4.607909258086341
pDC,12,0,0,0,37,-0.372001108761847,-1.3571791011878425
Mk,84,6,0,0,128,-9.435858336325705,-3.652147825438636
CD4 Naive T,0,0,0,0,27,7.50135126984495,-4.23722701855387
CD8 T,1,0,0,0,45,4.752596291665018,-1.7790304977485114
NK,0,0,0,0,45,0.4133041230477691,1.0198357742241448
CD8 T,1,0,0,0,56,4.517397317055643,-2.544163044173377
